date	julian_day	year	Diatoms	Diatoms_pennales	Diatoms_centrales	Greenalgae	Dinoflagellates	Silicoflagellates	Coccolithophorids	Flagellates	Ciliates	total_Phytoplankton_abundance	Mediopyxis_helysia	Chaetoceros_debilis	Chaetoceros_minimus	Rhizosolenia_styliformis	Thalassiosira_nordenskioeldii	Dinophyceae_round_(10_µm)	Phaeocystis_sp	Chattonella_sp
110110	10	2011	6450	3600	2850	0	3200	0	7058	1667229	270	1684207	100	0	0	0	0	0	69699	0
110111	11	2011	10350	4720	5630	0	19996	0	0	1438469	40	1468855	40	0	0	40	0	13276	76337	0
110112	12	2011	10429	3220	7209	0	28744	0	7478	2013706	0	2060357	40	0	0	0	0	19914	112846	0
110113	13	2011	20620	14830	5790	0	35411	0	6638	2413794	20	2476483	120	0	0	0	0	29871	102889	0
110114	14	2011	4830	2670	2160	0	19366	0	210	2205788	0	2230194	0	0	0	0	0	13276	76337	0
110117	17	2011	12238	9768	2470	840	24575	0	210	2511136	20	2549019	40	0	0	0	0	16595	76337	0
110118	18	2011	7040	5150	1890	0	16157	0	3529	2101260	40	2128026	60	0	0	0	0	9957	66380	0
110119	19	2011	13129	6620	6509	0	24155	0	210	2087185	80	2124759	20	0	0	0	0	16595	96251	0
110120	20	2011	21586	20296	1290	840	27194	0	3529	2451476	20	2504645	80	0	0	0	0	19914	86294	0
110121	21	2011	14679	10659	4020	0	27793	0	0	2342579	0	2385051	80	0	0	0	0	23233	66380	0
110124	24	2011	23758	20158	3600	1120	30155	0	0	2440032	60	2495125	180	0	0	0	0	16595	76337	0
110125	25	2011	21678	16858	4820	0	35172	0	0	2651287	20	2708157	100	0	0	0	0	26552	86294	0
110126	26	2011	10510	8850	1660	840	28304	0	210	1996522	140	2036526	80	0	0	0	0	19914	66380	0
110127	27	2011	34877	24482	10395	0	18532	0	3738	2979017	160	3036324	140	0	0	0	0	6638	96251	0
110128	28	2011	8360	6280	2080	840	24096	0	0	3111228	440	3144964	40	0	0	0	0	13276	126122	0
110131	31	2011	10759	9379	1380	0	21856	0	0	3281897	80	3314592	40	0	0	0	0	13276	96251	0
110201	32	2011	11080	7160	3920	0	27354	0	0	2278719	180	2317333	40	0	0	0	0	19914	73018	0
110202	33	2011	20078	18658	1420	0	26294	0	0	2441070	340	2487782	40	0	0	0	0	19914	73018	0
110203	34	2011	6900	6180	720	0	29434	20	0	2242490	260	2279104	0	0	0	0	0	19914	79656	0
110207	38	2011	34374	30674	3700	1120	15637	0	0	2893813	120	2945064	160	0	0	0	0	9957	99570	0
110209	40	2011	9580	6200	3380	0	22315	0	280	2883296	280	2915751	300	0	0	0	0	16595	82975	0
110210	41	2011	8860	6960	1900	0	8899	0	0	2765253	600	2783612	160	0	0	0	0	3319	89613	0
110211	42	2011	17508	15478	2030	0	14947	0	0	2581926	180	2614561	80	0	0	0	0	9957	76337	0
110215	46	2011	34594	33774	820	0	34851	0	0	3006461	420	3076326	20	0	0	0	0	29871	112846	0
110216	47	2011	17676	16616	1060	0	21825	0	0	2091554	160	2131215	40	0	0	0	0	16595	66380	0
110217	48	2011	4500	4460	40	0	1880	0	0	797692	580	804652	0	0	0	0	0	0	39828	0
110218	49	2011	1700	1260	440	0	13397	0	0	1792745	100	1807942	0	0	0	0	0	9957	73018	560
110221	52	2011	355471	354731	740	0	27049	20	3319	2222237	160	2608256	20	0	0	0	0	23233	46466	0
110222	53	2011	89182	88222	960	0	21855	0	0	2575469	120	2686626	0	0	0	0	0	16595	139398	0
110223	54	2011	2910	2010	900	0	24734	0	0	1411077	420	1439141	0	0	0	0	0	19914	63061	0
110224	55	2011	4120	2060	2060	0	12787	0	0	1816835	360	1834102	0	0	0	20	0	9957	56423	0
110225	56	2011	162041	161021	1020	0	10098	0	0	1408977	160	1581276	0	0	0	0	0	6638	73018	0
110228	59	2011	10948	8948	2000	0	12557	0	0	1529511	60	1553076	60	0	0	0	0	9957	53104	0
110301	60	2011	179793	178553	1240	0	15266	0	0	2481977	840	2677876	0	0	0	80	0	13276	92932	0
110302	61	2011	211336	209976	1360	0	4297	0	3319	2218900	380	2438232	0	0	0	0	0	3319	69699	0
110303	62	2011	20545	19095	1450	0	18875	0	6638	2239690	1320	2287068	0	0	0	0	0	16595	69699	0
110304	63	2011	28933	28593	340	0	14257	0	0	2235613	1080	2279883	0	0	0	0	0	9957	129441	0
110307	66	2011	1190	1150	40	840	13287	0	0	2345939	580	2361836	0	0	0	0	0	9957	89613	0
110309	68	2011	9368	8308	1060	0	8748	20	0	2562683	590	2581409	0	0	0	0	0	6638	132760	0
110310	69	2011	14437	13357	1080	0	23564	20	0	2983735	380	3022136	0	0	0	0	0	19914	136079	0
110314	73	2011	19795	19375	420	0	9398	0	0	2647770	1900	2678863	0	0	0	0	0	6638	112846	0
110315	74	2011	27216	26256	960	0	4499	0	0	2897214	320	2929249	140	0	0	0	0	3319	116165	0
110316	75	2011	16750	11512	5238	0	9691	0	0	2669997	180	2696618	40	0	0	0	0	6638	63061	0
110317	76	2011	39492	38112	1380	0	8758	0	0	2928724	320	2977294	60	0	0	0	0	6638	139398	0
110318	77	2011	33959	32719	1240	0	15145	0	0	3251340	700	3301144	120	0	0	0	0	9957	192502	0
110321	80	2011	52164	50504	1660	0	8773	0	0	3229103	400	3290440	0	0	0	0	0	3319	129441	0
110322	81	2011	44510	41713	2797	0	15385	0	13276	3996119	980	4070270	80	0	0	0	0	9957	132760	0
110323	82	2011	35951	33831	2120	0	20291	20	0	3596821	700	3653783	80	0	0	0	0	16595	136079	0
110324	83	2011	137803	136783	1020	0	15724	40	0	3058000	900	3212467	260	0	0	0	0	9957	116165	0
110325	84	2011	44061	43141	920	0	16093	80	0	3413474	680	3474388	300	0	0	0	0	13276	192502	0
110328	87	2011	299936	299176	760	0	30248	20	0	3599227	540	3929971	80	0	0	0	0	26552	152674	0
110329	88	2011	148754	147574	1180	0	18764	120	6638	3451550	1260	3627086	260	0	0	0	0	6638	162631	0
110330	89	2011	203980	202720	1260	0	55914	40	0	3700401	3640	3963975	0	380	0	0	0	39828	155993	0
110331	90	2011	94614	93494	1120	0	46311	140	6918	3678218	1260	3827461	160	0	0	0	0	29871	146036	0
110401	91	2011	106628	103668	2960	0	39940	20	0	3383788	3380	3533756	60	1060	0	0	0	29871	189183	0
110404	94	2011	167031	161572	5459	0	28262	180	0	3659524	300	3855297	500	920	0	0	0	16595	175907	839
110405	95	2011	382164	373644	8520	0	50952	20	0	3069865	360	3503361	620	1560	0	0	0	36509	215735	0
110406	96	2011	131978	122698	9280	0	27705	20	9957	3145252	1020	3315932	1600	1980	0	20	0	19914	106208	0
110407	97	2011	324526	315626	8900	0	38681	0	0	3326156	740	3690103	440	3080	0	0	0	29871	192502	0
110411	101	2011	395165	368826	26339	3356	130128	580	9957	4105479	940	4645605	3120	4400	0	0	0	69699	132760	4195
110412	102	2011	86262	60722	25540	0	55298	520	3319	4370703	200	4516302	3640	6180	0	0	280	26552	126122	0
110413	103	2011	96454	58619	37835	0	60164	160	0	3974644	200	4131622	3500	4180	0	0	800	39828	165950	0
110414	104	2011	1062533	982109	80424	0	119101	40	839	7283613	1280	8467406	8000	13960	0	0	1520	92932	444746	1678
110415	105	2011	253027	88170	164857	0	208910	400	19914	7542988	3640	8028879	7640	26840	0	0	1400	132760	464660	6712
110418	108	2011	311774	112300	199474	0	125836	320	46466	6948504	1960	7434860	24480	32080	0	40	16320	73018	411556	25170
110419	109	2011	448360	227162	221198	0	169300	240	26552	8223000	5398	8872850	42000	28880	0	0	27160	112846	438108	52018
110420	110	2011	508356	257856	250500	0	130482	200	19914	8310010	2358	8971320	63700	28080	0	0	27760	86294	351814	13424
110421	111	2011	416796	126546	290250	0	85740	160	6638	5818268	840	6328442	61174	28480	0	0	18183	46466	351814	1678
110426	116	2011	822739	122120	700619	0	68480	120	0	5632108	480	6523927	435441	32840	0	0	44160	46466	258882	11746
110427	117	2011	440815	125388	315427	0	81106	160	0	6108958	1040	6632079	81270	6560	0	0	91751	46466	285434	58730
110428	118	2011	293987	104400	189587	0	61358	40	0	5453770	840	5809995	93856	10320	0	0	32395	33190	265520	87256
110429	119	2011	248393	71966	176427	0	31541	80	6638	3286007	600	3573259	123605	5520	0	0	15030	19914	185864	15941
110502	122	2011	270057	56754	213303	0	51974	0	13276	3488799	1240	3825346	140784	11640	0	80	4920	39828	205778	32721
110503	123	2011	244749	59857	184892	0	47166	40	0	4794315	640	5086910	127795	4960	0	0	5120	33190	318624	40248
110504	124	2011	107036	30778	76258	0	63167	0	13276	4226530	520	4410529	38220	9800	0	0	5720	46466	272158	57052
110505	125	2011	127354	89930	37424	0	33705	40	0	4259029	1120	4421248	9840	2280	0	0	5800	26552	192502	74671
110506	126	2011	146274	8510	137764	0	92682	160	6638	4770130	1360	5017244	4680	3200	0	0	5720	79656	265520	117460
110509	129	2011	108735	25760	82975	0	28675	0	0	2391605	980	2529995	1060	420	0	0	1380	19914	182545	100680
110510	130	2011	16703	4649	12054	0	22664	20	9957	2166630	3260	2219234	260	1420	0	0	640	16595	202459	129206
110511	131	2011	22149	1297	20852	0	25017	0	9957	2475318	1280	2533721	60	4200	0	0	380	16595	189183	166122
110512	132	2011	25925	18895	7030	0	34416	20	13276	2783294	1200	2858131	240	780	0	0	0	26552	219054	291972
110513	133	2011	26850	22674	4176	0	26288	0	9957	3435487	740	3499322	460	760	0	20	0	23233	494531	399364
110516	136	2011	19983	10151	9832	0	73074	0	3319	3316074	2019	3414469	1880	380	0	20	0	66380	238968	352380
110517	137	2011	17124	5274	11850	0	66274	0	13276	3090123	1939	3188736	1100	600	0	0	0	56423	212416	335600
110518	138	2011	7898	4238	3660	0	46422	0	3319	3241379	1699	3300717	260	1620	0	0	160	39828	278796	130884
110519	139	2011	37524	4375	33149	0	52313	20	6638	2991714	2000	3090209	100	1420	3319	20	0	36509	162631	61247
110520	140	2011	24428	9232	15196	0	64641	0	13276	2911688	820	3014853	20	440	0	0	0	39828	149355	10068
110524	144	2011	20680	17000	3680	0	25476	0	36929	2643809	600	2727494	1060	0	0	0	0	13276	96251	0
110525	145	2011	12081	8301	3780	0	39138	0	3319	3471552	1019	3527109	560	120	0	0	0	23233	162631	419
110526	146	2011	28443	19503	8940	0	55657	0	18273	3952287	220	4054880	560	0	0	0	0	46466	155993	0
110527	147	2011	14310	8470	5840	0	32566	0	43147	3670863	979	3761865	540	0	0	0	0	26552	142717	0
110530	150	2011	25166	13269	11897	0	66244	0	56633	3523166	1520	3672729	260	0	9957	0	0	53104	159312	0
110531	151	2011	35811	8578	27233	0	30677	0	30151	4142815	1360	4240814	80	0	23233	0	0	9957	159312	0
110601	152	2011	157147	55324	101823	0	51104	0	23233	5229046	2417	5462947	160	180	96251	0	0	39828	238968	0
110603	154	2011	40640	4135	36505	0	81890	0	29295	4251998	2810	4406633	140	0	35805	0	0	65100	188790	0
110606	157	2011	58408	2694	55714	0	80846	0	19914	3517390	21230	3697788	80	0	13276	0	0	56423	209097	0
110607	158	2011	44711	1460	43251	0	58190	40	13276	3586750	14496	3717463	0	0	0	0	0	33190	165950	0
110608	159	2011	46238	2080	44158	0	44733	0	23233	2948037	10140	3072381	60	0	0	0	0	23233	199140	0
110609	160	2011	37875	2360	35515	0	34375	20	29871	3021738	10340	3134219	0	0	0	0	0	16595	182545	0
110610	161	2011	26143	1337	24806	0	46838	40	29871	2395325	9613	2507830	20	0	0	0	0	33190	212416	0
110614	165	2011	4380	1720	2660	0	18936	20	43147	2719434	3920	2789837	40	0	0	0	0	13276	358452	0
110615	166	2011	5199	439	4760	0	35964	220	106208	2795667	3299	2946557	20	0	0	0	0	23233	414875	419
110616	167	2011	30714	18875	11839	0	37711	80	245606	3182450	2280	3498841	80	0	3319	0	0	29871	627291	1400
110617	168	2011	25757	12477	13280	0	71901	40	298710	3430815	4731	3831954	60	0	0	0	0	63061	929320	0
110620	171	2011	25434	20234	5200	0	149495	380	1264539	3331079	57655	4828582	80	0	0	0	0	126122	1048804	0
110621	172	2011	23690	18630	5060	0	48147	480	1902626	3414239	5839	5395021	60	0	0	0	0	26552	527721	839
110622	173	2011	77637	71797	5840	0	43364	580	2066133	3991128	3520	6182362	20	0	0	0	0	16595	564230	839
110623	174	2011	22731	20451	2280	0	27936	600	1490231	2771044	1860	4314402	20	0	0	0	0	9957	421513	839
110624	175	2011	45774	28285	17489	0	36954	340	1155851	3187597	3100	4429616	20	0	3319	0	0	19914	368409	0
110627	178	2011	48911	18747	30164	0	53963	560	381685	2880719	10454	3376292	0	0	0	0	0	29871	408237	3356
110628	179	2011	94961	27876	67085	0	98125	680	287951	3313793	53446	3848956	60	120	0	0	0	46466	826431	0
110629	180	2011	188431	79592	108839	0	120385	1280	617334	6443892	65450	7436772	0	0	6638	0	0	53104	1666138	0
110630	181	2011	170288	108240	62048	0	32220	160	199140	5531354	10100	5943262	280	0	0	0	0	19914	1075356	0
110701	182	2011	551528	436008	115520	0	29336	80	119484	5199142	15715	5915285	200	2160	0	0	0	13276	770008	0
110704	185	2011	2191830	1847005	344825	0	23824	160	33190	5613897	11704	7874605	80	760	0	0	0	13276	318624	0
110705	186	2011	720208	332654	387554	0	24094	40	13276	5488274	5200	6251092	120	240	0	0	0	19914	238968	0
110706	187	2011	705556	54312	651244	0	50668	40	0	4826072	1840	5584176	40	0	0	0	0	39828	192502	0
110707	188	2011	464304	27094	437210	0	71464	40	13696	3865580	3040	4418124	0	680	0	0	0	53104	192502	0
110708	189	2011	1066294	48418	1017876	0	48308	0	26972	4129420	1480	5272474	40	0	0	0	0	39828	165950	0
110711	192	2011	450742	25263	425479	0	72157	120	6638	4015669	480	4545806	40	320	0	0	0	46466	391642	0
110712	193	2011	332396	26706	305690	0	88937	0	19914	3597308	5079	4043634	0	5080	6638	0	0	59742	265520	2236
110713	194	2011	361602	35105	326497	0	61241	0	6638	3125241	280	3555002	120	3640	0	0	0	46466	92932	0
110714	195	2011	171432	7874	163558	0	65611	120	26552	4709377	840	4973932	0	3760	0	0	0	53104	358452	1678
110715	196	2011	347348	12520	334828	0	36552	40	0	3561072	160	3945172	160	3840	0	0	0	26552	165950	420
110718	199	2011	124941	17698	107243	0	51337	20	0	1895313	100	2071711	40	3200	6638	0	0	43147	73018	210
110719	200	2011	152585	32460	120125	0	48010	40	9957	2173338	1019	2384949	0	2120	0	0	0	29871	109527	0
110720	201	2011	66246	2840	63406	0	39332	0	3319	1598843	460	1708200	60	1020	0	0	0	26552	112846	0
110721	202	2011	138827	42692	96135	0	61798	0	0	2031459	240	2232324	0	10980	0	0	0	49785	142717	0
110722	203	2011	172554	67890	104664	0	31258	20	13276	2571941	120	2789169	0	10000	3319	0	0	16595	155993	0
110725	206	2011	39329	25431	13898	0	47933	20	3319	2966063	300	3056964	100	840	3319	0	0	33190	99570	0
110726	207	2011	58225	38640	19585	0	19914	0	6638	2887022	40	2971839	100	1960	0	0	0	9957	119484	419
110727	208	2011	26786	16772	10014	0	57146	0	3319	2006366	1240	2094857	0	880	0	0	0	36509	122803	0
110728	209	2011	36972	26227	10745	0	15508	20	6638	2198765	240	2258143	60	1460	0	0	0	9957	112846	0
110729	210	2011	121203	57598	63605	0	72325	20	0	2635113	1918	2830579	20	9100	0	0	0	56423	139398	0
110801	213	2011	168769	16299	152470	0	22315	0	0	2201863	20	2392967	0	34400	0	0	0	16595	109527	0
110802	214	2011	494286	37018	457268	0	35902	40	0	3337532	600	3868360	80	44880	0	0	0	26552	205778	1678
110803	215	2011	1269771	46845	1222926	0	44881	160	13835	3864714	120	5193481	0	114532	0	0	0	26552	199140	559
110804	216	2011	1143447	87355	1056092	0	95437	240	13276	3183865	280	4436545	0	82000	0	0	0	53104	132760	1118
110805	217	2011	566311	72376	493935	0	115820	120	21032	3473212	759	4177254	40	36400	0	0	0	66380	159312	559
110808	220	2011	450317	29915	420402	0	59197	240	19914	3328853	160	3858681	0	480	0	0	0	39828	99570	559
110810	222	2011	220606	30393	190213	0	34580	80	0	4213593	80	4468939	200	0	0	0	0	26552	252244	0
110811	223	2011	147698	19393	128305	0	60853	280	6638	5306032	600	5522101	40	0	0	0	0	46466	225692	1678
110812	224	2011	55838	8398	47440	0	36092	80	6638	3582246	120	3681014	80	0	0	0	0	26552	185864	0
110815	227	2011	10099	4179	5920	0	27294	100	13276	1424097	220	1475086	20	0	0	0	0	19914	79656	0
110816	228	2011	17419	4679	12740	0	22235	220	0	1734123	160	1774157	0	40	0	0	0	16595	89613	0
110817	229	2011	20719	5639	15080	0	24195	200	0	1991448	140	2036702	20	0	0	0	0	16595	106208	0
110818	230	2011	23998	4736	19262	0	13046	180	0	1803705	200	1841129	20	240	0	0	0	6638	76337	419
110819	231	2011	27558	14309	13249	0	52350	40	13276	2514864	380	2608468	0	0	0	0	0	33190	102889	0
110822	234	2011	54198	26044	28154	0	49819	160	0	2138065	560	2242802	0	0	3319	0	0	16595	96251	0
110823	235	2011	53967	25970	27997	0	85298	60	3319	2389544	740	2532928	0	200	0	0	0	36509	99570	0
110824	236	2011	14137	4338	9799	0	70245	160	3319	1685040	940	1773841	40	140	0	0	0	26552	86294	0
110825	237	2011	110500	3579	106921	0	93199	80	0	2099224	2219	2305222	0	0	0	0	0	49785	79656	0
110826	238	2011	992282	13735	978547	0	182546	0	6638	2067681	8618	3257765	0	7740	0	0	0	92932	162631	0
110829	241	2011	101826	9207	92619	0	51084	0	0	2275521	460	2428891	20	52624	0	0	0	39828	112846	0
110830	242	2011	101160	35734	65426	0	49248	20	0	2257217	140	2407785	120	36160	0	0	0	39828	109527	0
110831	243	2011	96526	20988	75538	0	31096	20	0	1924832	380	2052854	40	19120	0	0	0	23233	96251	0
110901	244	2011	35899	6679	29220	0	37532	20	3599	1866965	220	1944235	20	6820	0	0	0	26552	66380	560
110902	245	2011	34820	19850	14970	0	20681	100	3319	1780571	779	1840270	80	2340	0	0	0	13276	129441	0
110905	248	2011	47095	19374	27721	0	35674	20	0	1762216	979	1845984	60	1040	0	0	0	16595	119484	0
110906	249	2011	19185	8777	10408	0	41053	0	0	1637303	320	1697861	0	0	0	0	0	23233	109527	0
110908	251	2011	13499	7359	6140	0	28315	0	0	2334903	260	2376977	80	0	0	0	0	16595	99570	0
110909	252	2011	10809	6149	4660	0	25856	0	0	1394564	100	1431329	80	0	0	0	0	13276	69699	0
110912	255	2011	53711	51151	2560	0	27739	0	4576	2170019	539	2256584	0	0	0	0	0	9957	99570	0
110913	256	2011	57005	53065	3940	0	23785	0	6638	1440318	390	1528136	120	680	0	0	0	16595	56423	0
110914	257	2011	41521	37562	3959	0	27618	0	0	1576756	60	1645955	300	0	0	0	0	19914	39828	0
110915	258	2011	72419	70319	2100	0	27112	0	0	1868597	40	1968168	60	0	0	0	0	26552	49785	0
110916	259	2011	16929	9433	7496	0	50518	0	3319	1965917	80	2036763	120	0	0	0	0	36509	69699	0
110919	262	2011	26615	16485	10130	0	43567	40	0	1278950	160	1349332	80	220	0	0	0	23233	106208	0
110920	263	2011	30999	26144	4855	0	25535	0	3319	2317731	0	2377584	0	460	0	0	0	6638	112846	0
110921	264	2011	37894	25955	11939	0	47809	60	3319	1437933	300	1527315	0	260	0	0	0	36509	69699	0
110922	265	2011	14749	7889	6860	0	30053	0	9957	1402841	60	1457660	0	0	0	0	0	23233	73018	0
110926	269	2011	20793	9448	11345	0	31196	100	0	1469456	100	1521645	0	840	0	0	0	23233	86294	0
110927	270	2011	36478	21041	15437	0	33556	40	0	1417444	419	1487937	0	120	0	0	0	26552	96251	0
110928	271	2011	33854	20229	13625	0	29360	120	0	1651836	120	1715290	0	1460	0	0	0	23233	99570	0
110929	272	2011	41703	28513	13190	0	14458	220	0	2125456	100	2181937	40	500	0	0	0	6638	122803	0
111004	277	2011	32776	18616	14160	0	39310	300	6638	2091216	20	2170260	0	2060	0	0	0	33190	92932	0
111005	278	2011	39996	26700	13296	0	11607	60	3319	1796262	20	1851264	20	1760	0	0	0	6638	89613	0
111006	279	2011	20547	10238	10309	0	24044	40	0	1678907	0	1723538	0	160	0	0	0	19914	79656	0
111007	280	2011	23956	12917	11039	0	15696	220	0	1489514	60	1529446	80	40	0	0	0	13276	46466	0
111010	283	2011	61966	48686	13280	0	15656	240	0	2103891	0	2181753	20	0	0	0	0	13276	96251	0
111011	284	2011	28754	19615	9139	0	22014	60	0	1938221	20	1989069	20	0	0	0	0	19914	69699	0
111012	285	2011	10989	5899	5090	0	21424	20	0	2156044	40	2188517	0	0	0	0	0	19914	112846	0
111013	286	2011	22177	12507	9670	0	12827	360	0	1693484	0	1728848	0	240	0	0	0	9957	59742	0
111014	287	2011	20976	12097	8879	0	13538	200	0	1906752	20	1941486	0	0	0	0	0	6638	59742	0
111017	290	2011	31824	20325	11499	0	18425	200	0	1447627	40	1498116	0	0	0	20	0	16595	66380	0
111018	291	2011	20836	15576	5260	0	10638	60	0	1729684	0	1761218	0	0	0	0	0	6638	89613	0
111019	292	2011	33603	25503	8100	0	9508	40	0	2182135	0	2225286	40	0	0	0	0	6638	99570	0
111020	293	2011	33643	25403	8240	0	20585	200	0	1898422	0	1952850	0	60	0	0	0	16595	102889	0
111021	294	2011	15047	7657	7390	0	24280	180	0	2461705	20	2501232	0	120	0	0	0	16595	69699	0
111024	297	2011	16018	5599	10419	0	18696	60	0	2006841	20	2041635	0	60	0	0	0	13276	106208	0
111026	299	2011	47043	26996	20047	0	26840	100	6638	2106572	0	2187193	0	200	0	20	0	19914	165950	0
111027	300	2011	24219	10099	14120	0	36880	120	16595	1403891	40	1481745	0	160	0	0	0	33190	122803	0
111028	301	2011	53672	19537	34135	0	15777	240	19914	1589767	60	1679430	0	100	0	20	0	9957	116165	0
111031	304	2011	19298	5840	13458	0	13398	40	9957	1513150	100	1555943	0	60	0	20	0	6638	146036	560
111101	305	2011	13789	6819	6970	0	12839	20	3529	1882585	140	1912902	0	160	0	20	0	3319	116165	0
111102	306	2011	29816	12218	17598	0	24275	0	0	2002402	60	2056553	0	0	0	0	0	16595	122803	0
111103	307	2011	45569	34451	11118	0	18416	0	6638	1791794	60	1862477	0	0	0	0	0	13276	89613	0
111104	308	2011	17559	7719	9840	0	21915	0	9957	1770154	0	1819585	0	460	0	0	0	16595	76337	0
111107	311	2011	32692	30502	2190	0	17646	0	0	1235882	60	1286280	0	0	0	20	0	13276	86294	0
111108	312	2011	9579	7579	2000	0	25894	0	0	907091	0	942564	0	0	0	0	0	19914	53104	0
111109	313	2011	7999	6079	1920	0	17737	0	0	983988	40	1009764	0	0	0	0	0	9957	79656	0
111110	314	2011	7160	3840	3320	0	34733	0	3879	1432613	0	1478385	0	0	0	0	0	23233	76337	0
111111	315	2011	10289	1970	8319	0	35242	0	6638	1406749	60	1458978	0	300	0	0	0	26552	53104	0
111114	318	2011	26394	23134	3260	0	25735	40	3529	1450946	80	1506724	0	0	0	0	0	16595	66380	0
111115	319	2011	16337	13497	2840	0	36802	0	9957	1873089	100	1936285	0	140	0	0	0	26552	99570	0
111116	320	2011	23826	17496	6330	0	22246	20	0	1507328	80	1553500	0	0	0	0	0	13276	63061	0
111117	321	2011	32973	27053	5920	0	35432	0	3319	1673908	80	1745712	0	0	0	80	0	26552	102889	0
111118	322	2011	16377	12537	3840	0	43720	0	13276	1006369	270	1080012	0	0	0	0	0	33190	82975	210
111121	325	2011	22935	16756	6179	0	53326	0	6638	1016705	520	1100124	0	0	0	0	0	46466	59742	0
111122	326	2011	67352	64412	2940	0	40431	0	3319	1311256	40	1422398	20	0	0	0	0	29871	49785	210
111124	328	2011	38781	32971	5810	0	37082	0	0	1830280	0	1906143	0	0	0	0	0	26552	59742	0
111125	329	2011	58524	56884	1640	0	15127	0	210	1117914	40	1191815	0	0	0	0	0	9957	82975	0
111128	332	2011	11000	2910	8090	0	23424	0	0	1286763	20	1321207	20	0	0	0	0	19914	66380	0
111129	333	2011	30194	23334	6860	0	3220	0	210	1814694	230	1848548	40	0	0	0	0	0	56423	0
111130	334	2011	20977	14737	6240	0	13197	0	3319	1447545	250	1485288	20	0	0	0	0	9957	66380	0
111201	335	2011	18388	11778	6610	0	26683	0	0	1888342	250	1933663	40	0	0	0	0	23233	33190	0
111202	336	2011	33173	27043	6130	0	21035	0	0	1198200	0	1252408	100	0	0	0	0	16595	29871	0
111205	339	2011	26365	20515	5850	0	7489	0	0	1328901	20	1362775	740	0	0	20	0	3319	29871	0
111206	340	2011	7210	3770	3440	0	19815	0	0	1486533	0	1513558	260	0	0	0	0	16595	49785	0
111207	341	2011	19007	10318	8689	0	3700	0	0	1411876	0	1434583	440	100	0	0	0	0	53104	0
111208	342	2011	10829	5869	4960	0	15116	0	0	1519933	0	1545878	500	60	0	0	0	13276	46466	0
111212	346	2011	7020	2960	4060	840	10658	0	0	1673447	210	1692175	200	80	0	0	0	6638	53104	0
111214	348	2011	7220	1050	6170	0	5729	0	0	1269328	20	1282297	300	0	0	20	80	3319	43147	0
111215	349	2011	6800	760	6040	0	9218	0	0	1246095	0	1262113	320	0	0	0	0	6638	33190	0
111216	350	2011	7260	1650	5610	0	8628	0	0	1257732	0	1273620	280	40	0	0	0	6638	69699	0
111219	353	2011	6170	800	5370	0	9028	0	0	1126401	20	1141619	260	0	0	0	0	6638	46466	0
111220	354	2011	8230	2580	5650	0	5349	0	0	1497540	0	1511119	200	0	0	0	0	3319	82975	0
111221	355	2011	10390	3640	6750	0	12867	0	0	1180765	0	1204022	360	0	0	0	0	9957	43147	0
111222	356	2011	15909	7069	8840	0	4150	0	0	1115855	0	1135914	260	0	0	0	0	0	36509	0
111223	357	2011	12079	2780	9299	0	10008	0	0	1232020	0	1254107	380	160	0	0	0	6638	59742	0
111228	362	2011	12299	2230	10069	0	5749	0	0	1357722	0	1375770	300	0	0	20	0	3319	39828	0
111229	363	2011	10430	1720	8710	0	5329	0	0	1209796	0	1225555	260	0	0	20	0	3319	33190	0
111230	364	2011	6560	3700	2860	0	6209	0	0	1751423	0	1764192	20	0	0	20	0	3319	33190	0
120102	367	2011	12079	7309	4770	0	15536	0	210	1213325	0	1241150	200	0	0	0	0	13276	59742	0
120103	3	2012	17188	4620	12568	0	10359	0	210	1255253	0	1283010	280	140	0	0	0	3319	36509	0
120104	4	2012	9490	4980	4510	0	13417	0	0	1694790	0	1717697	40	0	0	0	0	9957	49785	0
120106	6	2012	7290	1270	6020	0	18875	0	0	1522832	0	1548997	720	0	0	0	0	16595	33190	0
120109	9	2012	38317	31597	6720	1120	3000	0	280	1472557	0	1515274	320	0	0	0	0	0	36509	0
120110	10	2012	16258	10538	5720	0	6589	0	420	1243616	0	1266883	240	0	0	0	0	3319	49785	0
120111	11	2012	76686	72506	4180	0	5639	0	280	1688012	0	1770617	200	0	0	0	0	3319	63061	0
120112	12	2012	7220	2970	4250	0	21714	0	630	1585473	0	1615037	140	0	0	0	0	19914	49785	0
120113	13	2012	7020	1690	5330	840	8128	0	630	800719	0	817337	340	0	0	0	0	6638	23233	0
120116	16	2012	16729	12199	4530	1470	5679	0	0	1872418	20	1896316	220	0	0	0	0	3319	56423	0
120117	17	2012	6120	2480	3640	840	10298	20	210	1456662	20	1474170	160	0	0	0	0	6638	39828	0
120118	18	2012	9229	6199	3030	0	4190	20	210	1386543	0	1400192	160	100	0	0	0	0	43147	0
120119	19	2012	8230	3370	4860	0	13307	0	840	1812635	0	1835012	80	0	0	0	0	9957	23233	0
120120	20	2012	12568	8388	4180	0	16316	0	210	1853513	0	1882607	220	0	0	0	0	13276	39828	0
120123	23	2012	4230	1310	2920	840	15237	0	3529	1754993	0	1778829	120	0	0	0	0	9957	36509	0
120124	24	2012	3300	1590	1710	840	7029	0	420	2092061	0	2103650	40	0	0	0	0	3319	23233	0
