date	julian_day	year	time	Secchi meter 	temperature	salinity	SiO2	PO4	NO2	NO3	NOX	NH4	HPLC Chla	BBE Chla	DIN	HW Zeit 1	HW Zeit 2	NW Zeit 1	NW Zeit 2
10/7/07	188	2010	7:10	3.7	16.1	30.302	5.17	0.03	0.29	7.4	7.69	0.52	NA	8.839	8.21	7:56	20:26	2:06	14:41
10/7/08	189	2010	7:00	3.7	16.2	30.512	4.94	0.08	0.29	7.4	7.69	0.53	4.709	6.735	8.21	9:07	21:37	3:16	1:54
10/7/09	190	2010	7:45	3.8	16.5	30.447	3.34	0.12	0.2	4.83	5.03	0.62	8.971	27.58	5.65	10:14	22:43	4:24	17:02
10/7/10	191	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:15	23:45	5:29	18:06
10/7/11	192	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:09	6:29	19:04
10/7/12	193	2010	7:00	5.3	16.4	31.222	2.48	0.05	0.16	3.77	3.93	1.41	NA	NA	5.34	0:41	12:59	7:24	19:58
10/7/13	194	2010	7:10	6.2	18.1	31.274	0.98	0.01	0.13	2.41	2.54	1.96	10.87	14.54	4.5	1:33	13:49	8:15	20:51
10/7/14	195	2010	7:00	5.1	16.6	31.579	1.64	0.05	0.13	2.11	2.24	0.71	NA	6.917	2.95	2:23	14:37	9:04	21:40
10/7/15	196	2010	7:25	5.5	17.2	32.021	1.62	0.01	0.11	2.47	2.58	1.04	3.552	4.593	3.62	3:11	15:22	9:50	22:24
10/7/16	197	2010	6:30	5.1	16.5	32.214	2.23	0.04	0.31	2.89	3.2	0.57	NA	2.124	3.77	3:55	16:06	10:33	23:07
10/7/17	198	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:40	16:53	11:18	23:52
10/7/18	199	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:28	17:45	NA	12:06
10/7/19	200	2010	7:20	7	16.8	32.299	2.05	0.18	0.24	2.51	2.75	1.09	NA	2.285	3.83	6:19	18:40	0:38	12:56
10/7/20	201	2010	6:50	8	17	32.308	1.88	0.03	0.12	2.33	2.45	1.29	1.68	2.62	3.73	7:13	19:42	1:27	13:53
10/7/21	202	2010	6:05	5	17.6	32.283	1.53	0.05	0.14	2	2.15	1.61	NA	1.628	3.76	8:17	20:52	2:28	15:03
10/7/22	203	2010	7:05	6.8	17.2	32.235	1.32	0.19	0.14	0.65	0.78	1.99	6.219	5.243	2.77	9:28	22:06	3:41	16:20
10/7/23	204	2010	6:50	6.8	17	32.237	1.72	0.16	0.09	0.73	0.82	0.33	NA	3.424	1.14	10:36	23:13	4:53	17:31
10/7/24	205	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:35	NA	5:54	18:29
10/7/25	206	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:09	12:26	6:45	19:19
10/7/26	207	2010	7:10	5	16.4	31.836	1.33	0.12	0.05	0.7	0.75	1.27	NA	3.1	2.01	0:54	13:09	7:30	20:01
10/7/27	208	2010	6:30	5.2	17.1	31.721	1.29	0.12	0.04	0.61	0.65	0.73	2.575	3.189	1.37	1:34	13:47	8:11	20:39
10/7/28	209	2010	7:15	4.8	18.1	31.855	0.7	0.01	0.02	0.37	0.39	0.67	NA	1.95	1.06	2:10	14:21	8:47	21:14
10/7/29	210	2010	7:25	5	16.6	31.966	2.24	0.11	0.08	1.31	1.38	0.9	1.354	2.075	2.28	2:42	14:51	9:19	21:44
10/7/30	211	2010	7:15	3.4	16.6	NA	NA	0.51	0.18	1.76	1.94	1.16	NA	1.537	3.11	3:11	15:20	9:45	22:11
10/7/31	212	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:40	15:50	10:13	22:40
10/8/01	213	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:12	16:23	10:45	23:10
10/8/02	214	2010	7:00	6.5	17.1	32.04	3.87	0.3	0.14	1.59	1.73	0.94	NA	2.077	2.68	4:44	16:56	11:18	23:38
10/8/03	215	2010	6:45	7	17.3	32.229	3.51	0.17	0.06	1.58	1.64	0.68	NA	2.905	2.32	5:17	17:32	11:50	NA
10/8/04	216	2010	7:20	6.1	17.7	31.944	2.49	0.09	0.01	NA	0.8	0.38	NA	7.642	0.38	5:57	18:22	0:11	12:35
10/8/05	217	2010	6:20	6.2	17.2	32.095	2.72	0.12	0.05	1.33	1.37	1.78	NA	3.748	3.16	6:56	19:35	1:05	13:44
10/8/06	218	2010	7:05	5	18.2	31.154	6.74	0.44	0.17	1.52	1.69	1.43	NA	3.835	3.12	8:16	21:00	2:22	15:10
10/8/07	219	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:39	22:21	3:48	16:34
10/8/08	220	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:53	23:31	5:06	17:48
10/8/09	221	2010	7:30	5.2	17.9	31.834	3.55	0.12	0.12	1.65	1.77	0.58	NA	3.642	2.36	11:54	NA	6:14	18:51
10/8/10	222	2010	7:25	5.2	17.8	32.05	3.21	0.12	0.13	2.05	2.18	0.93	NA	3.864	3.12	0:30	12:46	7:11	19:46
10/8/11	223	2010	7:20	4.9	17.6	32.253	3.25	0.25	0.21	0.93	1.14	0.61	NA	4.717	1.75	1:20	13:34	8:02	20:36
10/8/12	224	2010	7:30	6.1	17.7	32.491	3.24	0.03	0.09	1.46	1.55	1.58	NA	3.766	3.13	2:07	14:21	8:50	21:23
10/8/13	225	2010	7:00	4.6	17.6	32.264	4.32	0.27	0.13	1.58	1.71	1.91	NA	2.78	3.63	2:52	15:05	9:35	22:05
10/8/14	226	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:35	15:48	10:16	22:44
10/8/15	227	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:16	16:32	10:57	23:23
10/8/16	228	2010	7:10	4	18.5	31.959	4.56	0.38	0.24	2.31	2.56	3.7	NA	4.307	6.26	4:58	17:18	11:39	NA
10/8/17	229	2010	7:15	5.1	18.2	32.198	4.47	0.21	0.18	1.36	1.55	2.68	NA	4.163	4.23	5:43	18:08	0:03	12:23
10/8/18	230	2010	6:54	2.1	17.4	32.304	4.7	0.25	0.13	1.35	1.48	2.54	NA	5.056	4.03	6:34	19:07	0:48	13:16
10/8/19	231	2010	7:14	2.5	17.5	32.418	4.61	0.28	0.15	1.18	1.33	3.21	NA	3.657	4.55	7:37	20:22	1:47	14:28
10/8/20	232	2010	6:40	3.2	17.8	32.429	3.86	0.37	0.1	0.89	0.99	2.75	NA	6.32	3.74	8:57	21:46	3:06	15:56
10/8/21	233	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:17	23:02	4:31	17:17
10/8/22	234	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:22	23:58	5:41	18:17
10/8/23	235	2010	7:25	4.3	18.1	32.213	6.35	0.24	0.17	0.77	0.93	1.68	NA	5.348	2.62	NA	12:10	6:31	19:02
10/8/24	236	2010	6:50	0.9	17.7	32.483	5.67	0.31	0.07	0.7	0.76	2.52	NA	7.57	3.28	0:38	12:48	7:12	19:39
10/8/25	237	2010	7:25	1.1	17.5	32.428	6.67	0.93	0.13	0.6	0.73	2.33	NA	5.64	3.06	1:13	13:23	7:50	20:14
10/8/26	238	2010	7:35	3.2	17.9	31.96	7.15	0.91	0.15	1.36	1.52	2.05	NA	6.33	3.57	1:46	13:55	8:23	20:45
10/8/27	239	2010	7:50	2.5	17.6	30.994	9.09	0.63	0.21	4.12	4.33	1.2	NA	17.455	5.53	2:15	14:24	8:52	21:13
10/8/28	240	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:42	14:52	9:18	21:38
10/8/29	241	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:08	15:21	9:45	22:07
10/8/30	242	2010	7:15	1.8	17	31.764	8.43	0.53	0.14	1.79	1.93	1.83	NA	3.723	3.76	3:38	15:54	10:17	22:37
10/8/31	243	2010	7:54	2.5	17.2	31.772	4.58	0.36	0.09	0.63	0.72	1.94	NA	11.297	2.65	4:10	16:27	10:49	23:03
10/9/01	244	2010	7:40	3.5	17.4	31.886	4.32	0.27	0.08	0.49	0.57	2.54	NA	7.683	3.11	4:41	17:00	11:18	23:32
10/9/02	245	2010	7:38	3.8	17.1	31.571	5.95	0.4	0.13	1.09	1.22	2.22	NA	2.281	3.44	5:17	17:47	11:57	NA
10/9/03	246	2010	7:45	3.8	17.5	31.548	4.65	0.32	0.11	0.76	0.86	1.74	NA	7.276	2.61	6:15	19:01	0:22	13:05
10/9/04	247	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:40	20:35	1:44	14:39
10/9/05	248	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:13	22:05	3:21	16:14
10/9/06	249	2010	8:05	3	17	31.623	4.58	0.16	0.03	NA	0.1	1.36	NA	19.995	1.39	10:34	23:17	4:48	17:33
10/9/07	250	2010	7:20	3.5	16.3	31.164	3.01	0.27	0.01	NA	0.02	1.42	NA	10.993	1.42	11:37	NA	5:58	18:35
10/9/08	251	2010	6:20	3.1	16.5	31.648	4.79	0.36	0.03	NA	0.1	1.7	NA	5.587	1.74	0:13	12:28	6:54	19:27
10/9/09	252	2010	6:15	3.8	16.2	32	6.35	0.53	0.09	0.47	0.56	1.82	NA	7.947	2.38	1:00	13:15	7:43	20:13
10/9/10	253	2010	7:50	4.8	16.6	32.519	3.88	0.68	0.07	0.09	0.15	2.3	NA	2.376	2.45	1:44	14:00	8:29	20:57
10/9/11	254	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:26	14:45	9:13	21:39
10/9/12	255	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:08	15:27	9:54	22:16
10/9/13	256	2010	8:11	5	16.5	32.591	5.44	0.27	0.18	0.74	0.92	1.25	NA	1.04	2.18	3:48	16:08	10:33	22:52
10/9/14	257	2010	7:15	3	16.6	32.469	5.59	0.51	0.22	1.31	1.52	3.18	NA	1.321	4.7	4:27	16:50	11:11	23:28
10/9/15	258	2010	6:40	1.5	16.3	32.48	6.43	0.35	0.22	1.3	1.52	1.51	NA	1.341	3.03	5:08	17:36	11:52	NA
10/9/16	259	2010	6:45	0.8	16	32.452	7.06	0.59	0.22	1.35	1.57	4.01	NA	0.714	5.58	5:56	18:32	0:10	12:42
10/9/17	260	2010	7:00	0.7	15.8	31.96	8.31	0.72	0.2	3.05	3.26	3.94	NA	1.365	7.2	6:59	19:48	1:06	13:52
10/9/18	261	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:21	21:18	2:27	15:23
10/9/19	262	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:49	22:40	0:00	16:52
10/9/20	263	2010	7:00	2.1	15.5	31.062	11.24	0.7	0.48	5.67	6.14	3.91	NA	1.062	10.06	11:00	22:36	5:17	17:56
10/9/21	264	2010	7:35	2.2	15.5	31.276	9.96	0.81	0.38	5.76	6.13	4.73	NA	1.076	10.87	11:46	NA	6:09	18:35
10/9/22	265	2010	7:30	2.8	15.6	31.307	9.47	0.89	0.41	5.78	6.19	4.6	NA	1.833	10.79	0:12	12:19	6:45	19:07
10/9/23	266	2010	7:30	3	15.7	31.085	10.52	0.61	0.48	6.8	7.28	1.94	NA	1.18	9.22	0:42	12:52	7:19	19:40
10/9/24	267	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:14	13:25	7:51	20:11
10/9/25	268	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:45	13:55	8:22	20:39
10/9/26	269	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:13	14:25	8:51	21:07
10/9/27	270	2010	7:06	3	15.5	31.64	9.78	0.84	0.39	4.7	5.08	1.2	NA	0.938	6.29	2:40	14:56	9:21	21:37
10/9/28	271	2010	7:52	2.1	15.2	31.589	9.55	0.85	0.34	5.17	5.51	4.2	NA	1.596	9.71	3:09	15:29	9:53	22:08
10/9/29	272	2010	7:08	3	14.4	30.489	11.68	1	0.62	11.74	12.36	4.29	NA	1.02	16.65	3:42	16:05	10:26	22:37
10/9/30	273	2010	7:52	2.5	14.5	30.809	12.15	1.21	0.54	7.95	8.49	3.78	NA	1.328	12.27	4:15	16:42	10:56	23:09
10/10/01	274	2010	6:45	2.7	14.3	31.592	8.51	0.61	0.4	5.28	5.67	2.95	NA	0.844	8.62	4:55	17:31	11:39	NA
10/10/02	275	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:54	18:44	0:01	12:47
10/10/03	276	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:18	20:17	1:22	14:20
10/10/04	277	2010	8:26	3.2	15	32.564	4.61	0.41	0.31	2.38	2.69	1.77	NA	0.83	4.46	8:51	21:47	3:00	15:56
10/10/05	278	2010	6:42	3.7	15	32.663	4.06	0.25	0.11	0.99	1.1	0.75	NA	0.823	1.86	10:13	22:57	4:28	17:13
10/10/06	279	2010	6:38	3.1	15.2	32.599	4.32	0.53	0.19	1.41	1.6	1.37	NA	0.911	2.96	11:15	23:49	5:35	18:11
10/10/07	280	2010	7:25	4.3	15.3	32.636	3.86	0.56	0.17	1.05	1.22	0.6	NA	0.903	1.82	NA	12:05	6:29	19:00
10/10/08	281	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:35	12:53	7:19	19:46
10/10/09	282	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:18	13:39	8:05	20:29
10/10/10	283	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:00	14:23	8:49	21:10
10/10/11	284	2010	7:00	4	14.5	32.638	3.41	0.57	0.11	1.1	1.21	0.82	NA	0.783	2.03	2:41	15:05	9:30	21:49
10/10/12	285	2010	7:25	4.4	14.4	32.768	3.35	1	0.12	1.08	1.2	0.97	NA	2.086	2.17	3:21	15:45	10:10	22:24
10/10/13	286	2010	7:20	2.9	14.6	32.742	3.53	1	0.15	0.99	1.14	1	NA	0.742	2.14	4:00	16:25	10:47	22:58
10/10/14	287	2010	8:10	2.8	14.2	32.79	3.22	0.6	0.13	1.61	1.74	1.64	NA	1.17	3.39	4:39	17:09	11:26	23:37
10/10/15	288	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:25	18:02	NA	12:13
10/10/16	289	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:23	19:11	0:29	13:16
10/10/17	290	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:39	20:34	1:42	14:39
10/10/18	291	2010	8:00	3.5	12.9	31.265	8.62	1.13	0.43	10.8	11.23	1.58	NA	1.153	12.8	9:04	21:55	3:11	16:06
10/10/19	292	2010	7:15	1.8	13.5	32.259	2.35	1.98	0.05	1.96	2.01	1.79	NA	0.931	3.8	1:017	22:55	4:33	17:13
10/10/20	293	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:07	23:34	5:30	17:55
10/10/21	294	2010	7:25	1.2	12.9	29.609	3.19	0.71	0.08	2.83	2.91	1.64	NA	0.828	4.55	11:42	NA	6:07	18:26
10/10/22	295	2010	7:20	1.1	12.9	32.018	3.66	0.47	0.11	3.78	3.9	2.48	NA	1.659	6.37	0:06	12:17	6:41	19:00
10/10/23	296	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:39	12:53	7:17	19:34
10/10/24	297	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:13	13:27	7:51	20:07
10/10/25	298	2010	7:45	1.6	12.2	32.119	4.52	0.55	0.24	5.32	5.56	1.14	NA	NA	6.7	1:45	14:00	8:26	20:39
10/10/26	299	2010	7:50	1	12.3	31.722	7.18	0.71	0.34	7.19	7.54	2.34	NA	0.731	9.88	2:16	14:36	9:01	21:13
10/10/27	300	2010	7:31	1	11.9	32.168	7.05	0.73	0.38	6.97	7.35	2.76	NA	0.702	10.1	2:48	15:13	9:37	21:47
10/10/28	301	2010	7:59	1.1	12	32.327	6.76	0.73	0.42	4.81	5.23	3.35	NA	0.905	8.58	3:23	15:52	10:12	22:22
10/10/29	302	2010	7:34	2	12	31.987	7.22	0.48	0.51	6.32	6.84	3.3	NA	0.779	10.14	4:01	16:35	10:50	23:01
10/10/30	303	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:46	17:26	11:37	23:54
10/10/31	304	2010	0:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:45	17:03	11:42	NA
10/11/01	305	2010	7:15	4.7	12	32.176	5.42	0.51	0.3	3.81	4.1	1.89	NA	0.437	5.99	6:02	18:58	0:09	13:05
10/11/02	306	2010	8:10	3.1	11.9	32.362	5.22	3.26	0.18	2.52	2.7	1.82	NA	0.621	4.52	7:28	20:21	1:38	14:31
10/11/03	307	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:45	21:29	3:01	15:43
10/11/04	308	2010	8:35	1.5	12.2	32.267	5.26	0.46	0.24	3.07	3.31	1.6	NA	0.525	4.91	9:48	22:21	4:06	16:39
10/11/05	309	2010	8:50	2.1	12.2	32.372	5.24	0.13	0.22	2.26	2.48	0.96	NA	NA	3.44	10:41	23:08	5:01	17:30
10/11/06	310	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:31	23:54	5:54	18:19
10/11/07	311	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:19	6:43	19:04
10/11/08	312	2010	8:20	3	11.3	32.045	6.09	0.57	0.3	4.63	4.93	2.79	NA	NA	7.72	0:37	13:02	7:27	19:44
10/11/09	313	2010	8:25	3	11	32.637	5.24	0.53	0.2	3.59	3.8	3.53	NA	NA	7.32	1:17	13:44	8:08	20:23
10/11/10	314	2010	8:33	2.9	10.6	31.9	5.19	0.36	0.26	3.88	4.14	1.68	NA	0.321	5.82	1:58	14:25	8:49	21:00
10/11/11	315	2010	8:15	2.1	10.9	32.214	5.05	0.36	0.22	3.85	4.07	1.49	NA	0.666	5.56	2:38	15:05	9:28	21:34
10/11/12	316	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:18	15:47	10:06	22:11
10/11/13	317	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:59	16:32	10:48	22:56
10/11/14	318	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:48	17:28	11:39	23:55
10/11/15	319	2010	8:45	0.8	10.8	31.414	8.14	0.57	0.44	8.52	8.96	3.07	NA	0.335	12.02	5:49	18:35	NA	12:44
10/11/16	320	2010	9:30	1.7	10.2	31.94	8.75	0.54	0.48	8.41	8.89	2.4	NA	0.324	11.28	7:01	19:48	1:09	13:59
10/11/17	321	2010	8:30	1.4	10.2	31.94	7.52	0.64	0.34	4.99	5.33	1.81	NA	0.463	7.15	8:14	20:54	2:27	15:08
10/11/18	322	2010	8:55	1.7	10.3	32.164	6.2	0.58	0.28	4.19	4.47	1.43	NA	0.435	5.9	9:13	21:45	3:32	15:59
10/11/19	323	2010	10:00	3	10	32.402	4.28	0.34	0.16	3.73	3.89	2.03	NA	0.368	5.91	9:59	22:26	4:21	16:40
10/11/20	324	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:40	23:05	5:02	17:20
10/11/21	325	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:21	23:43	5:44	18:00
10/11/22	326	2010	13:35	3	9.9	32.371	3.92	0.68	0.14	1.86	1.99	2.33	NA	0.445	4.32	NA	12:01	6:24	18:39
10/11/23	327	2010	9:00	2	9.6	32.397	3.39	0.31	0.13	1.79	1.92	1.56	NA	0.827	3.48	0:20	12:41	7:05	19:18
10/11/24	328	2010	9:30	1.7	9.2	32.126	5.39	0.47	0.22	3.56	3.78	3.48	NA	0.337	7.26	0:58	13:23	7:47	19:58
10/11/25	329	2010	9:30	2.8	8.9	31.714	6.03	0.43	0.26	4.77	5.03	2.05	NA	0.357	7.08	1:36	14:05	8:29	20:37
10/11/26	330	2010	9:30	2.7	8.8	31.563	5.55	0.42	0.38	6.75	7.13	1.23	NA	0.581	8.35	2:15	14:46	9:08	21:15
10/11/27	331	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:55	15:31	9:50	21:59
10/11/28	332	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:41	16:22	10:39	22:52
10/11/29	333	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:37	17:23	11:36	23:56
10/11/30	334	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:45	18:34	NA	12:43
10/12/01	335	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:00	19:48	1:11	13:57
10/12/02	336	2010	9:12	1.2	6	29.827	15.44	0.67	0.64	21.37	22.01	3.08	NA	0.756	25.09	8:14	20:55	2:27	15:07
10/12/03	337	2010	9:32	2.4	5.8	30.196	18	1.22	0.65	21.23	21.88	3.32	NA	0.506	25.2	9:20	21:53	3:35	16:08
10/12/04	338	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:18	22:46	4:35	17:04
10/12/05	339	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:13	23:36	5:33	17:56
10/12/06	340	2010	9:35	1.8	5.8	31.751	9.53	0.43	0.41	8.98	9.39	2.17	NA	0.398	11.56	NA	12:03	6:25	18:43
10/12/07	341	2010	7:14	2.2	6.6	31.682	8.95	1.75	0.5	8.87	9.37	2.01	NA	0.377	11.38	0:20	12:46	7:10	19:24
10/12/08	342	2010	7:07	2.1	6.5	32.039	8.49	1.07	0.44	8.1	8.54	2.08	NA	0.712	10.62	1:00	13:27	7:51	20:03
10/12/09	343	2010	9:20	1.4	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:41	14:08	8:32	20:41
10/12/10	344	2010	7:53	2	6.5	32.099	8.52	0.7	0.38	9.04	9.41	2.61	NA	0.399	12.02	2:21	14:48	9:12	21:15
10/12/11	345	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:58	15:24	9:48	21:48
10/12/12	346	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:35	16:01	10:23	22:25
10/12/13	347	2010	8:42	2	5.5	31.252	12.85	0.94	0.54	14.72	15.26	2.18	NA	0.252	17.44	4:13	16:42	11:00	23:08
10/12/14	348	2010	9:04	1.3	5.3	31.443	11.15	0.75	0.46	13.74	14.19	2.59	NA	0.393	16.79	4:58	17:32	11:45	NA
10/12/15	349	2010	9:30	1.3	4.2	29.753	20.12	1.03	0.63	27.58	28.21	4.31	NA	0.522	32.52	553	18:32	0:03	12:42
10/12/16	350	2010	7:30	1.2	4	29.364	20.93	1.01	0.72	30.26	30.98	3.43	NA	0.571	34.41	6:59	19:40	1:10	13:49
10/12/17	351	2010	8:55	1.2	4.4	NA	16.72	0.92	0.57	20.72	21.29	4.46	NA	0.862	25.75	8:07	20:45	2:22	14:53
10/12/18	352	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:09	21:42	3:26	15:50
10/12/19	353	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:03	22:31	4:22	16:42
10/12/20	354	2010	9:00	2.4	3.4	30.066	17.28	0.99	0.65	23.62	24.27	4.47	NA	0.142	28.74	10:53	23:16	5:13	17:32
10/12/21	355	2010	9:25	2.6	4	30.861	11.11	0.63	0.52	18.85	19.37	2.39	NA	0.171	21.76	11:41	NA	6:02	18:18
10/12/22	356	2010	8:15	2.7	4.2	31.643	11.03	0.55	0.44	12.98	13.43	2.45	NA	0.043	15.87	0:00	12:27	6:49	19:04
10/12/23	357	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:44	13:13	7:37	19:49
10/12/24	358	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:28	13:59	8:24	20:31
10/12/25	359	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:10	14:41	9:06	21:11
10/12/26	360	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:49	15:24	9:48	21:55
10/12/27	361	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:33	16:12	10:33	22:44
10/12/28	362	2010	8:30	1.9	2.9	30.137	18.46	0.93	0.81	26.1	26.91	3.64	NA	1.945	30.54	4:25	17:00	11:22	23:38
10/12/29	363	2010	8:15	2	2.1	30.273	17.5	0.93	0.79	26.73	27.52	4.04	NA	0.309	31.55	5:23	18:04	NA	12:15
10/12/30	364	2010	8:30	3	3.6	31.459	10.25	0.59	0.64	13.92	14.55	3.44	NA	0.464	17.99	6:28	19:10	0:39	13:18
10/12/31	365	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:40	20:21	1:50	14:29
11/1/01	1	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:53	21:28	3:05	15:40
11/1/02	2	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:01	22:29	4:16	16:45
11/1/03	3	2011	9:10	2.1	3.2	31.191	7.45	0.88	0.38	8.82	9.19	5.34	NA	0.372	14.53	11:00	23:22	5:18	17:40
11/1/04	4	2011	9:20	1.9	3.2	31.307	10.44	3.06	0.5	11.44	11.94	4.5	NA	0.785	16.44	11:51	NA	6:13	18:28
11/1/05	5	2011	8:25	2	3	31.268	10.63	1.14	0.58	12.85	13.43	3.41	NA	0.166	16.84	0:08	12:34	6:58	19:10
11/1/06	6	2011	8:35	2	3.1	31.179	7.59	1.81	0.46	7.95	8.42	5.92	NA	0.565	14.33	0:48	13:14	7:38	19:49
11/1/07	7	2011	9:10	2.3	3.6	31.712	7.97	1.16	0.51	5.95	6.46	4	NA	0.196	10.46	1:26	13:52	8:17	20:26
11/1/08	8	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:03	14:27	8:54	20:57
11/1/09	9	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:36	14:58	9:25	21:25
11/1/10	10	2011	8:55	2.1	4.2	32.07	8.46	0.61	0.82	10.85	11.67	3.35	NA	0.171	15.03	3:07	15:28	9:54	21:56
11/1/11	11	2011	8:33	2.8	3.9	32.193	5.38	0.59	0.37	3.2	3.58	3.53	NA	0.16	7.1	3:39	16:00	10:23	22:29
11/1/12	12	2011	8:25	3	3.8	32.318	6.14	0.51	0.56	5.88	6.44	2.66	NA	0.196	9.1	4:13	16:35	10:53	23:07
